"ad_date","source","campaign_name","audience_segment","total_spend","total_impressions","total_reach","total_clicks","total_leads","total_value","utm_campaign"
2021-05-18,google,Electronics,Narrow,836,6243,4899,48,1,1302,discounts
2021-05-19,facebook,Electronics,Narrow,1730,10065,2471,50,1,2519,discounts
2021-05-19,facebook,Lookalike,Broad,44079,82030,62641,1769,34,72548,you_might_like
2021-05-19,facebook,Lookalike,Broad new,3736,9495,8845,110,2,4270,you_might_like
2021-05-19,facebook,New items,Development,2529,2884,8045,103,2,4240,
2021-05-19,facebook,Promos,Parents,1837,3838,2315,19,0,2133,discounts
2021-05-19,google,New items,Development,2068,8922,3092,42,1,2215,
2021-05-19,google,Promos,Parents,402,8784,4187,39,1,449,discounts
2021-05-20,facebook,Electronics,Narrow,1484,3164,4509,68,2,1618,discounts
2021-05-20,facebook,Lookalike,Broad,55657,258934,73683,3555,67,86550,you_might_like
2021-05-20,facebook,New items,Development,3376,10265,1820,50,1,4670,
2021-05-20,facebook,Promos,Parents,1064,3669,2459,63,2,2116,discounts
2021-05-20,google,Electronics,Narrow,2503,2014,2222,28,0,2713,discounts
2021-05-20,google,New items,Development,2516,2222,9561,77,1,4146,
2021-05-21,facebook,Electronics,Narrow,774,3002,6037,43,1,893,discounts
2021-05-21,facebook,Lookalike,Broad new,14863,23602,27771,189,10,18594,you_might_like
2021-05-21,facebook,New items,Development,589,6217,11337,36,1,716,
2021-05-21,facebook,Promos,Parents,715,8703,8504,23,1,753,discounts
2021-05-21,google,Electronics,Narrow,2623,3655,5066,64,1,3100,discounts
2021-05-21,google,New items,Development,467,4924,5150,113,2,623,
2021-05-21,google,Promos,Parents,1187,4852,3541,31,0,1719,discounts
2021-05-22,facebook,Electronics,Narrow,782,5198,7053,39,1,690,discounts
2021-05-22,facebook,Lookalike,Broad,50590,240553,441057,5949,40,43959,you_might_like
2021-05-22,facebook,New items,Development,1733,8342,3135,61,3,2902,
2021-05-22,facebook,Promos,Parents,1807,2361,5112,47,0,3015,discounts
2021-05-22,google,New items,Development,1760,6878,5704,13,3,1185,
2021-05-22,google,Promos,Parents,2171,6878,1945,57,1,2072,discounts
2021-05-23,facebook,Electronics,Narrow,3367,8193,11970,64,1,4389,discounts
2021-05-23,facebook,Lookalike,Broad,62917,363089,174971,5873,41,75047,you_might_like
2021-05-23,facebook,Lookalike,Broad new,11992,32332,7653,326,16,13388,you_might_like
2021-05-23,facebook,New items,Development,902,3322,7845,139,2,1007,
2021-05-23,google,Electronics,Narrow,1594,10716,5161,27,1,2472,discounts
2021-05-23,google,New items,Development,1369,10115,6479,57,1,1100,
2021-05-23,google,Promos,Parents,2060,7712,1972,52,2,1632,discounts
2021-05-24,facebook,Electronics,Narrow,3041,8893,11182,48,1,4492,discounts
2021-05-24,facebook,Lookalike,Broad new,14392,16209,34512,182,2,19693,you_might_like
2021-05-24,facebook,New items,Development,1150,11829,11821,168,4,1218,
2021-05-24,facebook,Promos,Parents,463,2821,8143,65,1,694,discounts
2021-05-24,google,New items,Development,588,5048,7871,53,4,672,
2021-05-24,google,Promos,Parents,1713,5886,11690,57,1,2189,discounts
2021-05-25,facebook,Electronics,Narrow,2093,2746,4552,28,2,3364,discounts
2021-05-25,facebook,Lookalike,Broad,120462,336748,276077,1885,122,186128,you_might_like
2021-05-25,facebook,Lookalike,Broad new,4299,11922,29173,370,10,6487,you_might_like
2021-05-25,facebook,New items,Development,3490,13454,4168,265,6,3852,
2021-05-25,facebook,Promos,Parents,1385,3987,7056,31,1,3251,discounts
2021-05-25,google,Electronics,Narrow,2597,6521,2762,29,0,1791,discounts
2021-05-25,google,New items,Development,1082,9237,9209,124,3,1709,
2021-05-25,google,Promos,Parents,1126,2237,6130,19,0,1776,discounts
2021-05-26,facebook,Lookalike,Broad,20438,278525,205265,1346,124,28580,you_might_like
2021-05-26,facebook,Lookalike,Broad new,20035,18828,41948,256,1,19230,you_might_like
2021-05-26,facebook,Promos,Parents,1038,11022,7789,73,1,2030,discounts
2021-05-26,google,Electronics,Narrow,2233,1140,7077,78,2,2107,discounts
2021-05-26,google,New items,Development,3966,12088,3245,61,5,2974,
2021-05-26,google,Promos,Parents,2987,4422,2753,15,1,3082,discounts
2021-05-27,facebook,Electronics,Narrow,643,9326,4896,57,1,617,discounts
2021-05-27,facebook,Lookalike,Broad new,5642,16169,31062,226,8,5698,you_might_like
2021-05-27,facebook,New items,Development,3635,9739,10731,51,3,3798,
2021-05-27,facebook,Promos,Parents,1157,5419,7691,145,2,1209,discounts
2021-05-27,google,Electronics,Narrow,2145,4137,5141,33,1,2777,discounts
2021-05-27,google,Promos,Parents,739,1755,7229,69,2,1138,discounts
2021-05-28,facebook,Electronics,Narrow,3182,4498,4213,76,2,2666,discounts
2021-05-28,facebook,Lookalike,Broad new,8524,12656,10388,62,2,8011,you_might_like
2021-05-28,facebook,New items,Development,3183,13055,14712,175,2,2800,
2021-05-28,facebook,Promos,Parents,718,9411,7726,37,1,1648,discounts
2021-05-28,google,Electronics,Narrow,2529,4866,4292,52,0,2827,discounts
2021-05-28,google,New items,Development,2929,14414,6401,191,0,3474,
2021-05-28,google,Promos,Parents,1309,8096,7071,26,0,2054,discounts
2021-05-29,facebook,Electronics,Narrow,1578,6617,6699,50,1,1545,discounts
2021-05-29,facebook,Lookalike,Broad,85392,316249,252057,810,23,147237,you_might_like
2021-05-29,facebook,Lookalike,Broad new,2178,16676,14139,247,2,3128,you_might_like
2021-05-29,facebook,New items,Development,3824,2933,9680,157,3,5515,
2021-05-29,facebook,Promos,Parents,802,5410,2253,28,0,1574,discounts
2021-05-29,google,New items,Development,3056,8650,6190,132,5,4832,
2021-05-29,google,Promos,Parents,992,6719,1364,23,1,1415,discounts
2021-05-30,facebook,Electronics,Narrow,3343,3406,2543,69,1,4367,discounts
2021-05-30,facebook,Lookalike,Broad,113474,412283,147626,3879,107,166935,you_might_like
2021-05-30,facebook,Lookalike,Broad new,10111,44198,13809,614,5,12336,you_might_like
2021-05-30,facebook,New items,Development,4780,16320,11125,297,3,7810,
2021-05-30,facebook,Promos,Parents,2014,13066,5818,66,0,4059,discounts
2021-05-30,google,Electronics,Narrow,861,9649,1385,52,1,926,discounts
2021-05-30,google,New items,Development,1930,6276,14215,44,1,1708,
2021-05-30,google,Promos,Parents,2838,8812,9377,73,2,2409,discounts
2021-05-31,facebook,Electronics,Narrow,1515,8234,9864,99,2,1343,discounts
2021-05-31,facebook,Lookalike,Broad,34797,349247,431840,4779,95,38087,you_might_like
2021-05-31,facebook,Lookalike,Broad new,11863,46965,55241,700,9,17646,you_might_like
2021-05-31,facebook,New items,Development,2437,7527,3764,218,1,3199,
2021-05-31,google,Electronics,Narrow,378,6419,3442,59,0,343,discounts
2021-05-31,google,New items,Development,2170,5960,7238,61,5,2204,
2021-05-31,google,Promos,Parents,1661,2207,3419,106,2,1733,discounts
2021-06-01,facebook,Brand,Reach 2,1167,5621,9359,4,0,1877,recognition
2021-06-01,facebook,Electronics,Narrow,1291,11018,11076,49,2,1269,discounts
2021-06-01,facebook,Lookalike,Broad new,25253,70366,10817,935,5,37154,you_might_like
2021-06-01,facebook,New items,Development,881,16019,14972,315,2,1346,
2021-06-01,google,Promos,Parents,1346,2186,12943,66,1,1199,discounts
2021-06-02,facebook,Brand,Reach 2,289,10249,17312,2,0,380,recognition
2021-06-02,facebook,Electronics,Narrow,1998,10097,5597,25,1,1865,discounts
2021-06-02,facebook,Lookalike,Broad,53767,269728,241105,3507,22,58278,you_might_like
2021-06-02,facebook,Lookalike,Broad new,23339,50106,39349,170,16,21374,you_might_like
2021-06-02,facebook,New items,Development,4343,16026,15587,139,2,6613,
2021-06-02,facebook,Promos,Parents,3427,11981,7769,200,1,5012,discounts
2021-06-02,google,New items,Development,3641,10281,2504,100,6,4108,
2021-06-02,google,Promos,Parents,2603,3954,15082,146,4,3613,discounts
2021-06-03,facebook,Electronics,Narrow,1271,4978,6266,18,2,1972,discounts
2021-06-03,facebook,Lookalike,Broad,14619,186845,138761,468,46,24158,you_might_like
2021-06-03,facebook,Lookalike,Broad new,6995,37642,35633,95,9,6187,you_might_like
2021-06-03,facebook,New items,Development,2847,5439,3379,136,2,2434,
2021-06-03,facebook,Promos,Parents,1229,18060,14883,56,1,1525,discounts
2021-06-03,google,Electronics,Narrow,644,4648,1915,80,2,619,discounts
2021-06-03,google,New items,Development,1892,10811,2273,265,1,2166,
2021-06-03,google,Promos,Parents,3530,3253,12827,57,1,4364,discounts
2021-06-04,facebook,Electronics,Narrow,555,5910,6726,42,0,880,discounts
2021-06-04,facebook,Lookalike,Broad,64752,114513,183715,1571,56,101946,you_might_like
2021-06-04,facebook,Lookalike,Broad new,13847,26565,13671,219,8,23772,you_might_like
2021-06-04,facebook,Promos,Parents,2014,14192,15168,54,0,3921,discounts
2021-06-04,google,Electronics,Narrow,348,8395,8133,42,0,312,discounts
2021-06-04,google,New items,Development,2533,7616,5858,175,0,3793,
2021-06-04,google,Promos,Parents,3956,11149,15909,110,2,5697,discounts
2021-06-05,facebook,Brand,Reach 2,303,26022,20613,6,0,502,recognition
2021-06-05,facebook,Electronics,Narrow,2551,4960,4793,32,0,2337,discounts
2021-06-05,facebook,Lookalike,Broad,23631,64736,99347,937,32,31335,you_might_like
2021-06-05,facebook,Lookalike,Broad new,15630,14652,30954,360,9,22149,you_might_like
2021-06-05,facebook,New items,Development,1287,6174,6088,168,0,1355,
2021-06-05,facebook,Promos,Parents,985,9599,13468,126,3,2020,discounts
2021-06-05,google,Electronics,Narrow,1437,5463,1394,11,1,1617,discounts
2021-06-05,google,Promos,Parents,3648,18849,16979,29,1,2799,discounts
2021-06-06,facebook,Brand,Reach 2,1189,7320,25414,3,0,1884,recognition
2021-06-06,facebook,Electronics,Narrow,3246,2159,4573,44,1,4844,discounts
2021-06-06,facebook,Lookalike,Broad,15331,147252,116733,305,35,15470,you_might_like
2021-06-06,facebook,New items,Development,3105,6782,2577,174,4,5341,
2021-06-06,facebook,Promos,Parents,1846,13903,7424,95,0,3063,discounts
2021-06-06,google,Electronics,Narrow,2285,8129,1323,45,0,2168,discounts
2021-06-06,google,New items,Development,789,2879,6656,178,1,1037,
2021-06-06,google,Promos,Parents,4704,16093,4624,125,1,3733,discounts
2021-06-07,facebook,Brand,Reach 2,62,5179,1200,5,0,69,recognition
2021-06-07,facebook,Electronics,Narrow,1847,2556,6586,75,1,2467,discounts
2021-06-07,facebook,Lookalike,Broad,40043,50713,42920,1585,5,62999,you_might_like
2021-06-07,facebook,Lookalike,Broad new,7377,3574,4101,81,0,5793,you_might_like
2021-06-07,facebook,New items,Development,1755,14620,11447,109,2,2580,
2021-06-07,facebook,Promos,Parents,2088,4803,22053,191,0,4667,discounts
2021-06-07,google,Electronics,Narrow,1891,4706,5751,77,1,1784,discounts
2021-06-08,facebook,Brand,Reach 2,710,18363,6860,1,0,998,recognition
2021-06-08,facebook,Electronics,Narrow,2917,1798,9931,24,0,4293,discounts
2021-06-08,facebook,Lookalike,Broad new,4580,9165,5619,152,5,4089,you_might_like
2021-06-08,facebook,New items,Development,2441,10234,5394,197,4,2517,
2021-06-08,facebook,New items,Presents,533,2985,3160,36,0,697,presents
2021-06-08,facebook,Promos,Parents,1463,18685,8688,75,1,1871,discounts
2021-06-08,google,Electronics,Narrow,444,8739,5895,16,1,641,discounts
2021-06-08,google,Promos,Parents,5319,12539,8240,121,3,8678,discounts
2021-06-09,facebook,Brand,Reach 2,1281,19204,18046,8,0,2051,recognition
2021-06-09,facebook,Crazy discounts,Improvement,868,8449,8396,22,0,1404,
2021-06-09,facebook,Electronics,Narrow,1390,3682,6556,72,1,1888,discounts
2021-06-09,facebook,Lookalike,Broad,43743,132845,32622,1475,23,60772,you_might_like
2021-06-09,facebook,Lookalike,Broad new,3989,14017,8763,170,3,6506,you_might_like
2021-06-09,facebook,New items,Development,2512,10877,5268,105,2,2948,
2021-06-09,facebook,Promos,Parents,729,4621,7364,77,0,1630,discounts
2021-06-09,google,Crazy discounts,Improvement,548,6342,4468,36,0,708,
2021-06-09,google,Electronics,Narrow,774,1177,2655,58,2,1134,discounts
2021-06-09,google,New items,Development,1093,9208,1473,220,0,1063,
2021-06-09,google,Promos,Parents,3137,11974,6280,102,1,3943,discounts
2021-06-10,facebook,Brand,Reach 2,1167,20009,29811,1,0,1824,recognition
2021-06-10,facebook,Crazy discounts,Improvement,1081,8585,2563,227,4,1010,
2021-06-10,facebook,Electronics,Narrow,543,3429,9639,21,1,746,discounts
2021-06-10,facebook,Lookalike,Broad,19358,52079,53427,488,5,32627,you_might_like
2021-06-10,facebook,Lookalike,Broad new,890,3815,3360,191,4,742,you_might_like
2021-06-10,facebook,New items,Development,824,14128,13549,97,5,1271,
2021-06-10,facebook,New items,Presents,726,3295,1313,104,1,1070,presents
2021-06-10,facebook,Promos,Parents,3682,17872,4361,91,0,8261,discounts
2021-06-10,google,Crazy discounts,Improvement,848,3613,4344,139,5,737,
2021-06-10,google,Electronics,Narrow,1642,8289,7394,72,2,2701,discounts
2021-06-10,google,New items,Presents,1056,2184,3112,122,2,1177,presents
2021-06-10,google,Promos,Parents,1598,14188,11359,103,1,1879,discounts
2021-06-11,facebook,Brand,Reach 2,226,11641,10738,3,0,278,recognition
2021-06-11,facebook,Crazy discounts,Improvement,102,10480,1829,21,0,82,
2021-06-11,facebook,Electronics,Narrow,2328,7293,2007,84,0,3376,discounts
2021-06-11,facebook,Lookalike,Broad,37493,117699,52093,670,29,53751,you_might_like
2021-06-11,facebook,Lookalike,Broad new,7055,10701,13776,95,5,10158,you_might_like
2021-06-11,facebook,New items,Development,4484,15764,8242,66,1,6847,
2021-06-11,facebook,New items,Presents,2568,9048,5564,68,2,3776,presents
2021-06-11,facebook,Promos,Parents,2665,10421,8187,124,2,4651,discounts
2021-06-11,google,Crazy discounts,Improvement,84,4621,7213,45,1,112,
2021-06-11,google,Electronics,Narrow,2941,5675,7469,40,1,3669,discounts
2021-06-11,google,Promos,Parents,3930,14899,4290,67,0,5359,discounts
2021-06-12,facebook,Brand,Reach 2,149,8688,10204,5,0,155,recognition
2021-06-12,facebook,Crazy discounts,Improvement,488,7807,14838,107,1,662,
2021-06-12,facebook,Electronics,Narrow,1114,3269,6774,71,0,1568,discounts
2021-06-12,facebook,Lookalike,Broad,26544,79444,66578,402,20,20599,you_might_like
2021-06-12,facebook,Lookalike,Broad new,2409,4156,18210,82,0,1853,you_might_like
2021-06-12,facebook,New items,Development,3331,10194,6971,170,0,3878,
2021-06-12,facebook,New items,Presents,786,3440,3566,29,1,728,presents
2021-06-12,facebook,Promos,Parents,2154,4708,7608,20,3,2451,discounts
2021-06-12,google,Crazy discounts,Improvement,245,14479,13394,11,0,333,
2021-06-12,google,New items,Development,4069,1820,6563,60,1,6306,
2021-06-12,google,Promos,Parents,2317,2072,10854,46,0,2846,discounts
2021-06-13,facebook,Crazy discounts,Improvement,1206,22025,5686,114,1,1532,
2021-06-13,facebook,Electronics,Narrow,2914,4670,1535,41,1,2368,discounts
2021-06-13,facebook,Lookalike,Broad new,7781,3584,10382,273,4,9799,you_might_like
2021-06-13,facebook,New items,Development,3828,2385,8526,182,2,6135,
2021-06-13,facebook,New items,Presents,1877,7135,5833,61,1,3235,presents
2021-06-13,facebook,Promos,Parents,1473,5307,8562,47,2,2296,discounts
2021-06-13,google,Crazy discounts,Improvement,1761,23692,22907,70,1,2470,
2021-06-13,google,New items,Development,547,13296,9341,268,3,668,
2021-06-14,facebook,Crazy discounts,Improvement,961,8386,4305,264,4,1197,
2021-06-14,facebook,Electronics,Narrow,684,7309,9026,47,0,968,discounts
2021-06-14,facebook,Lookalike,Broad,14565,103613,124378,1055,18,21814,you_might_like
2021-06-14,facebook,Lookalike,Broad new,4178,5502,7339,122,5,4130,you_might_like
2021-06-14,facebook,New items,Development,2297,10650,12341,69,5,2070,
2021-06-14,facebook,New items,Presents,805,1712,1996,11,0,635,presents
2021-06-14,facebook,Promos,Parents,2320,18837,4577,156,0,2707,discounts
2021-06-14,google,Crazy discounts,Improvement,1616,6904,1125,199,2,2158,
2021-06-14,google,New items,Development,3973,2915,5395,36,1,2926,
2021-06-14,google,Promos,Parents,2929,6994,2793,67,1,2306,discounts
2021-06-15,facebook,Lookalike,Broad,22344,46879,19376,1252,31,35948,you_might_like
2021-06-15,facebook,Lookalike,Broad new,1665,12259,7814,326,5,2093,you_might_like
2021-06-15,facebook,New items,Development,3444,14163,9401,92,4,5697,
2021-06-15,facebook,New items,Presents,0,0,0,0,0,0,presents
2021-06-15,facebook,Promos,Parents,5851,22773,20906,134,4,8225,discounts
2021-06-15,google,Crazy discounts,Improvement,2058,8933,14524,72,6,3289,
2021-06-15,google,Electronics,Narrow,381,6700,1655,92,2,407,discounts
2021-06-15,google,New items,Development,1955,6945,4536,42,2,2610,
2021-06-16,facebook,Crazy discounts,Improvement,1446,12042,8719,82,6,1909,
2021-06-16,facebook,Electronics,Narrow,3932,9058,5478,93,1,3971,discounts
2021-06-16,facebook,Lookalike,Broad,25858,36492,81027,1135,9,22795,you_might_like
2021-06-16,facebook,Lookalike,Broad new,1468,12590,9051,242,4,1769,you_might_like
2021-06-16,facebook,New items,Development,2709,6789,9524,50,6,2708,
2021-06-16,facebook,Promos,Parents,2509,27955,8694,216,0,4700,discounts
2021-06-16,google,Crazy discounts,Improvement,1181,8097,10451,240,2,1015,
2021-06-16,google,Electronics,Narrow,627,2297,4533,108,0,984,discounts
2021-06-16,google,Promos,Parents,6258,7727,9135,59,3,6314,discounts
2021-06-17,facebook,Crazy discounts,Improvement,1244,2765,8203,106,3,1135,
2021-06-17,facebook,Electronics,Narrow,1039,8622,6431,28,1,1769,discounts
2021-06-17,facebook,Lookalike,Broad,11923,50923,58475,1165,0,10823,you_might_like
2021-06-17,facebook,Lookalike,Broad new,1300,6003,8065,112,1,2116,you_might_like
2021-06-17,facebook,Promos,Parents,2136,13156,17464,220,0,3856,discounts
2021-06-17,facebook,Wholesale,Starting up,4242,6045,2323,97,0,5597,
2021-06-17,google,Crazy discounts,Improvement,1600,7145,6928,63,5,2567,
2021-06-17,google,Electronics,Narrow,832,3269,4740,82,0,596,discounts
2021-06-17,google,Promos,Parents,5533,25431,22358,213,1,6217,discounts
2021-06-17,google,Wholesale,Starting up,2752,2794,3227,18,0,4282,startup
2021-06-18,facebook,Crazy discounts,Improvement,2430,12846,4695,68,6,2931,
2021-06-18,facebook,Electronics,Narrow,1068,5318,4635,42,1,1289,discounts
2021-06-18,facebook,Lookalike,Broad,12522,69526,37134,1250,29,14285,you_might_like
2021-06-18,facebook,Lookalike,Broad new,4590,11592,9165,153,1,8008,you_might_like
2021-06-18,facebook,New items,Development,1699,19051,5666,308,6,1743,
2021-06-18,facebook,Promos,Parents,1902,8148,3865,168,2,4089,discounts
2021-06-18,facebook,Wholesale,Starting up,7971,12836,13967,199,2,10293,
2021-06-18,google,New items,Development,1070,18453,4088,148,1,734,
